 ,Area,Mean,Min,Max,Angle,Length
1,10.606,85.017,27.418,187.333,11.929,55.414
2,10.642,106.974,51.978,219.000,-81.898,55.535
3,10.022,118.080,8.711,209.551,67.461,52.294
4,7.216,105.396,6.975,205.613,-23.962,37.604
5,10.496,89.906,20.515,157.557,108.498,54.755
6,7.726,97.601,41.739,214.000,13.707,40.283
7,8.200,106.679,28.578,166.787,-47.709,42.840
8,6.888,88.850,2.714,189.000,27.518,35.948
9,11.298,82.289,1.070,212.382,-45.131,58.991
10,6.341,77.397,3.002,194.696,39.126,32.976
11,8.856,139.049,25.072,226.118,93.547,46.288
12,8.091,115.720,1.569,200.723,6.483,42.270
13,9.002,135.801,42.608,208.403,62.707,47.046
14,6.815,119.915,0.696,237.378,-26.152,35.517
15,9.877,80.058,3.405,168.115,140.711,51.552
16,5.868,64.134,1.787,155.333,42.466,30.538
17,8.419,93.287,1.668,183.938,-75.662,43.941
18,7.653,136.644,33.116,235.356,2.192,39.929
19,10.715,62.222,4.268,171.041,-167.768,55.867
20,8.164,59.014,1.380,225.333,-83.290,42.481
21,11.152,150.684,25.227,248.444,59.230,58.212
22,7.945,143.519,65.802,231.805,-36.552,41.351
23,11.480,122.909,4.607,206.242,115.094,59.868
24,8.018,112.221,28.737,214.209,20.005,41.852
25,12.501,48.191,0.361,187.426,-130.965,65.227
26,8.127,47.736,0.333,164.063,-41.891,42.314
27,11.808,59.928,0.005,174.214,-136.256,61.571
28,7.617,56.484,0.808,153.468,-48.504,39.762
29,12.610,130.191,24.472,216.739,81.494,65.823
30,7.544,121.748,5.706,216.456,-2.779,39.373
31,11.590,106.459,7.251,184.199,45.000,60.476
32,9.038,127.941,16.038,214.668,-24.694,47.067
33,11.262,77.182,1.116,179.971,-23.906,58.887
34,9.512,66.135,1.971,198.203,37.488,49.562
35,9.148,111.156,11.950,208.561,140.517,47.738
36,6.341,113.011,41.908,212.440,44.061,32.942
37,14.031,75.889,0.593,213.627,155.568,73.389
38,9.111,98.861,7.170,241.984,68.583,47.575
39,8.783,83.394,25.067,214.464,-44.831,45.762
40,10.460,84.688,13.501,190.356,33.024,54.646
41,8.528,106.260,34.185,198.532,-31.511,44.561
42,7.325,94.401,0.939,205.736,-108.707,38.094
43,13.084,129.132,25.687,231.336,110.106,68.307
44,8.492,120.476,51.491,184.723,28.000,44.324
45,13.011,141.759,73.908,213.956,-114.764,67.907
46,7.981,127.090,27.091,204.165,-25.508,41.670
47,11.772,97.943,0.333,239.075,65.821,61.524
48,7.544,66.450,1.522,201.816,158.663,39.351
49,12.100,96.274,31.913,201.667,-42.064,63.259
50,9.950,94.610,5.022,161.504,41.424,51.938
51,11.298,57.249,1.830,208.184,-73.088,59.063
52,7.617,65.140,1.333,161.000,2.203,39.738
53,12.683,154.201,13.374,236.752,-50.490,66.315
54,7.799,129.495,44.667,220.005,36.008,40.591
55,9.767,79.952,5.718,160.124,-135.000,51.027
56,0.073,12.500,7.000,18.000,0.000,0.191
57,14.505,141.940,67.399,222.622,-10.292,75.865
58,11.480,131.914,8.301,227.890,-104.213,59.868
59,9.840,57.386,0.333,201.667,-58.085,51.278
60,8.200,47.255,9.701E-12,185.202,21.991,42.824
61,9.294,107.049,6.660,211.426,84.806,48.498
62,7.216,107.745,11.771,228.545,-11.139,37.552
63,7.070,51.497,0.346,217.667,114.174,36.829
64,6.378,70.012,0.353,199.100,24.798,33.227
65,9.694,71.959,26.118,187.333,123.450,50.566
66,6.888,70.057,1.812,198.444,37.661,35.932
67,14.359,67.891,3.650,222.708,-153.696,74.961
68,0.219,26.389,21.000,30.000,0.000,0.955
69,6.414,115.607,44.812,200.417,-82.794,33.482
70,6.378,114.036,28.391,200.644,-0.329,33.218
71,11.152,106.705,60.399,199.000,37.809,58.234
72,7.216,106.850,28.288,228.766,-45.000,37.528
73,13.230,72.236,1.763,204.667,126.016,69.154
74,9.840,72.868,20.489,215.000,24.179,51.270
75,9.658,142.916,70.001,232.433,146.129,50.354
76,7.325,91.990,0.390,205.223,52.729,38.144
77,13.485,102.697,29.242,194.453,140.612,70.398
78,9.366,112.348,16.249,204.792,25.964,48.838
