 ,Area,Mean,Min,Max,Angle,Length
1,8.714,84.576,29.706,201.333,162.395,43.529
2,5.531,106.892,20.176,223.667,56.540,27.496
3,12.016,123.550,21.862,199.631,26.820,60.125
4,9.311,124.127,42.359,255.000,-63.435,46.387
5,4.695,89.474,16.094,255.000,178.042,23.352
6,5.371,132.893,28.286,255.000,-82.293,26.771
7,9.072,135.701,4.615,229.477,-113.962,45.185
8,8.236,160.341,2.878,255.000,-21.956,41.078
9,9.271,118.372,10.382,255.000,29.990,46.291
10,6.684,109.612,5.286,255.000,-58.505,33.218
11,8.674,169.681,81.463,238.268,9.289,43.254
12,6.088,172.619,20.336,255.000,-75.872,30.237
13,10.584,94.766,3.457,223.300,168.011,52.815
14,7.639,100.138,2.319,241.333,-130.536,38.057
15,10.942,98.527,4.223,222.711,125.951,54.702
16,8.117,87.713,3.667,255.000,30.236,40.404
17,10.146,89.077,12.333,255.000,-35.695,50.596
18,5.451,91.486,19.373,255.000,29.954,27.166
19,11.976,181.134,14.397,255.000,31.783,59.838
20,5.332,138.826,3.846,255.000,-81.809,26.602
21,11.698,151.939,2.015,243.723,-72.308,58.415
22,7.918,152.011,15.704,255.000,8.988,39.582
23,12.852,132.653,10.565,255.000,19.953,64.299
24,7.719,119.382,16.001,255.000,-69.966,38.430
25,9.072,145.627,0.850,234.711,125.860,45.287
26,5.531,127.942,2.440,255.000,37.367,27.608
27,7.878,89.842,6.000,216.423,47.472,39.248
28,6.525,80.003,3.667,198.148,-46.736,32.597
29,7.958,99.641,8.524,233.464,-6.626,39.761
30,7.440,102.795,18.363,223.172,-99.615,37.023
31,9.112,57.740,1.304,243.273,-79.133,45.497
32,6.048,33.808,0.333,206.939,11.459,30.122
33,11.937,86.007,9.482,197.014,91.916,59.675
34,5.451,101.860,34.471,255.000,0.843,27.131
35,10.106,94.780,19.756,189.986,40.675,50.498
36,11.220,81.135,8.228,255.000,-24.647,55.964
37,11.578,91.753,19.000,241.575,1.185,57.859
38,8.515,90.707,0.000,255.000,-90.000,42.487
39,11.539,135.188,0.406,223.220,-107.307,57.665
40,6.923,139.864,32.832,255.000,-8.973,34.532
41,11.539,140.142,6.945,252.422,159.746,57.619
42,8.395,162.529,44.667,255.000,76.494,41.849
43,7.281,119.973,21.056,221.725,80.175,36.237
44,6.406,115.876,16.000,255.000,-7.927,31.820
45,11.539,89.945,9.000,215.767,26.919,57.717
46,7.719,47.694,12.352,255.000,-74.954,38.419
47,8.873,104.320,4.333,192.673,129.344,44.364
48,6.764,107.582,15.427,255.000,40.675,33.665
49,8.077,84.711,7.865,226.624,150.396,40.378
50,4.775,81.598,6.667,255.000,47.726,23.723
51,6.883,77.169,8.561,255.000,-118.796,34.370
52,10.027,51.687,3.182,138.333,154.047,50.137
53,8.316,134.529,16.000,255.000,11.634,41.546
54,5.849,123.209,33.213,227.272,105.945,29.043
55,9.311,87.093,12.630,207.914,-72.265,46.492
56,7.520,70.839,7.821,255.000,17.663,37.472
57,8.196,95.891,2.340,238.410,-0.559,40.893
58,5.650,89.320,7.144,255.000,-94.057,28.196
59,11.340,102.026,23.037,255.000,-115.394,56.747
60,8.913,83.002,0.570,255.000,-19.895,44.548
61,12.573,120.267,0.905,255.000,-111.194,62.899
62,7.958,110.018,4.000,255.000,-18.800,39.614
63,9.907,120.694,7.271,222.344,-105.945,49.374
64,6.366,136.582,1.459,255.000,-25.758,31.671
65,7.520,65.611,16.028,182.535,-139.960,37.518
66,4.735,92.397,12.049,255.000,-46.715,23.565
67,9.907,90.369,14.178,255.000,29.458,49.483
68,8.674,98.387,30.082,255.000,-57.043,43.266
69,11.061,108.873,12.202,221.428,-131.926,55.229
70,6.446,100.256,24.215,255.000,-35.166,32.209
71,11.897,92.457,5.356,200.436,-104.783,59.414
72,0.119,56.944,48.333,65.000,-26.565,0.446
73,16.433,73.536,1.615,255.000,179.444,82.186
74,0.080,79.333,77.333,81.333,-45.000,0.282
75,6.525,52.628,0.333,226.251,-107.879,32.487
76,5.451,55.779,8.945,248.473,170.676,27.087
77,13.449,123.596,6.487,255.000,-118.692,67.308
78,0.119,162.222,61.333,255.000,-26.565,0.446
79,12.016,151.624,24.458,255.000,-173.135,60.073
80,8.873,107.264,3.228,248.243,-87.421,44.327
81,11.260,117.576,20.283,255.000,-28.383,56.228
82,0.199,131.467,109.333,144.000,-90.000,0.798
83,9.390,130.099,29.837,239.223,179.025,46.882
