 ,Area,Mean,Min,Max,Angle,Length
1,14.341,84.263,10.490,176.333,-28.096,63.713
2,8.324,80.207,27.931,160.275,62.661,37.056
3,10.430,100.152,25.101,198.110,123.383,46.394
4,8.775,75.263,4.267,182.671,38.918,38.853
5,15.795,100.276,8.367,232.667,68.334,70.357
6,10.630,81.404,8.370,227.667,144.273,47.168
7,11.783,125.022,41.957,231.317,-149.162,52.420
8,7.973,79.646,7.790,189.830,124.695,35.406
9,11.282,141.006,45.473,225.605,145.386,50.064
10,9.176,106.532,28.969,226.751,44.556,40.853
11,13.338,140.360,49.226,218.967,76.487,59.417
12,9.577,135.890,26.970,234.660,176.086,42.645
13,13.488,132.031,40.509,204.678,95.774,60.093
14,8.274,136.534,44.268,198.688,4.560,36.616
15,13.538,95.423,25.853,213.667,-5.541,60.294
16,8.123,97.214,16.902,168.738,78.203,36.144
17,11.884,75.314,7.051,232.333,-133.971,52.894
18,8.073,81.014,16.905,230.215,140.332,35.781
19,8.073,100.761,7.400,225.632,-139.321,35.728
20,6.318,119.824,23.647,215.553,139.548,27.956
21,13.689,82.421,30.409,188.000,45.895,60.810
22,8.574,92.770,26.825,208.982,143.601,38.113
23,12.636,93.206,23.210,183.382,89.772,56.206
24,10.380,136.073,43.613,208.365,4.185,46.027
25,11.282,93.250,21.349,198.667,-83.066,50.078
26,7.271,118.886,48.889,227.333,6.384,32.221
27,9.678,72.986,27.045,189.743,-70.527,42.990
28,7.221,68.378,4.758,166.284,23.515,31.991
29,11.483,92.163,27.238,209.000,172.439,51.051
30,9.276,108.615,13.856,250.714,73.926,41.247
31,12.736,107.673,41.476,190.000,12.553,56.664
32,9.026,108.522,53.963,182.883,-72.780,40.088
33,10.580,152.923,39.061,239.436,-20.684,46.913
34,8.574,145.647,50.333,214.717,76.373,38.018
35,17.951,76.885,16.858,201.473,-115.056,79.841
36,9.226,85.742,21.508,214.215,-34.992,41.000
37,13.940,77.297,9.701,180.000,-164.908,61.924
38,10.430,123.381,31.453,229.251,83.047,46.245
