 ,Area,Mean,Min,Max,Angle,Length
1,13.089,89.801,0.099,219.000,-110.893,50.933
2,12.697,77.971,14.498,179.696,-12.883,49.337
3,17.540,172.757,11.277,242.637,154.491,68.314
4,13.940,149.537,30.351,242.816,66.092,54.288
5,20.878,109.947,31.086,223.667,-143.814,81.461
6,14.791,101.570,25.194,210.954,-41.210,57.470
7,17.474,146.550,31.346,224.350,30.706,68.137
8,12.566,129.091,30.113,249.530,-56.976,48.819
9,17.998,114.500,33.661,203.610,-158.121,70.024
10,11.715,128.133,53.487,218.609,-67.479,45.419
11,20.419,102.993,15.842,206.885,-68.301,79.572
12,16.885,124.095,38.275,211.551,6.021,65.855
13,20.223,145.947,17.218,246.434,55.176,78.845
14,12.631,143.022,31.333,226.146,-12.011,49.172
15,18.980,75.659,2.912,179.061,-179.405,73.938
16,15.118,104.012,24.174,199.878,86.517,58.949
17,16.296,154.323,54.364,236.175,-119.458,63.463
18,13.089,136.494,16.271,234.408,-13.339,51.006
19,17.016,112.898,24.870,218.204,-170.428,66.157
20,10.013,139.524,78.275,253.719,-82.828,38.934
21,21.728,140.833,9.052,231.831,11.514,84.590
22,12.959,109.595,0.609,213.079,-73.496,50.429
23,21.794,105.213,6.859,241.577,-148.799,84.941
24,15.511,133.311,54.184,221.739,127.939,60.334
25,10.406,134.973,23.143,243.949,-66.184,40.547
26,9.621,153.811,52.945,242.090,23.044,37.253
27,10.995,139.700,31.741,218.701,59.448,42.778
28,9.490,141.403,57.611,226.287,-22.098,36.722
29,13.286,157.062,41.773,247.674,-120.379,51.598
30,12.304,129.005,31.587,215.876,163.213,47.831
31,16.493,109.297,16.115,206.022,94.118,64.122
32,13.220,105.112,42.063,191.261,4.858,51.350
33,15.969,149.256,19.522,242.619,-78.598,62.113
34,12.042,120.872,10.743,222.459,16.549,46.704
35,18.456,114.413,11.172,210.367,53.988,71.793
36,8.901,122.166,32.240,239.284,-29.798,34.492
37,18.522,87.261,9.516,214.667,120.754,72.041
38,12.697,115.022,9.000,202.861,22.848,49.414
39,14.267,95.789,43.738,166.614,-62.254,55.500
40,9.883,92.765,0.414,213.846,37.942,38.278
41,12.631,59.255,6.056,168.625,177.614,49.161
42,10.668,94.295,2.381,204.165,-85.384,41.322
43,16.689,135.155,17.017,215.771,-164.923,64.912
44,10.275,140.353,16.919,230.327,-71.681,39.883
45,17.147,111.759,7.425,198.333,174.726,66.798
46,10.602,115.734,56.522,192.667,-98.584,41.137
47,20.943,157.635,48.088,229.391,33.242,81.670
48,12.370,152.809,39.616,239.956,-50.818,48.186
49,13.089,121.457,0.752,212.333,-46.834,50.858
50,9.293,125.832,37.000,209.969,45.000,36.179
51,14.660,137.035,12.604,236.836,161.727,57.115
52,11.715,111.886,26.913,224.950,-104.973,45.549
53,11.584,175.984,67.256,255.000,-4.224,45.148
54,9.817,68.794,12.928,255.000,92.690,38.160
55,19.503,85.379,1.144,227.720,5.596,76.087
56,15.118,81.762,3.154,153.841,-89.502,58.842
57,12.500,132.702,17.911,218.141,-83.660,48.649
58,12.108,152.722,10.667,242.300,4.686,46.973
59,17.802,84.361,0.615,196.654,108.301,69.250
60,12.828,76.798,2.542,182.057,28.142,49.901
61,17.998,79.910,8.042,183.138,161.896,69.979
62,12.239,76.157,11.034,237.004,82.569,47.471
63,13.809,81.197,10.573,221.431,172.875,53.626
64,10.602,75.481,1.644,215.542,-87.155,41.239
65,13.482,93.369,23.452,198.834,-126.479,52.497
66,6.937,79.916,22.111,149.627,-54.652,26.974
67,17.213,66.877,2.630,174.229,-90.219,67.027
68,10.472,76.939,0.440,220.878,-1.441,40.689
69,15.773,92.472,6.209,243.000,40.446,61.518
70,8.704,95.347,31.818,161.515,-48.691,33.717
71,19.176,69.309,1.228,204.000,-177.647,74.764
72,8.443,50.625,4.333,184.333,-90.000,32.746
