 ,Area,Mean,Min,Max,Angle,Length
1,17.490,93.054,28.972,190.500,74.643,50.623
2,12.645,101.479,55.398,195.724,-18.778,36.309
3,21.035,95.155,37.262,189.833,112.133,60.677
4,15.363,92.504,31.333,163.000,19.907,44.422
5,21.272,93.430,37.800,182.667,132.963,61.538
6,10.872,87.810,64.265,155.852,41.894,31.404
7,21.508,85.219,38.263,154.607,38.487,62.144
8,17.136,91.726,43.414,189.333,-44.718,49.346
9,20.799,94.541,27.710,206.833,43.496,60.183
10,14.890,104.431,61.034,201.917,-45.000,43.025
11,22.808,90.166,48.572,212.000,20.888,66.047
12,19.499,78.716,45.595,157.918,-64.604,56.510
13,29.780,90.485,58.414,218.750,114.775,86.135
14,18.081,85.197,52.284,224.833,20.754,52.386
15,21.863,101.335,55.210,195.896,115.731,63.347
16,15.008,93.455,52.763,214.917,27.483,43.206
17,21.390,87.571,42.747,197.500,51.638,62.037
18,16.308,94.690,65.560,229.000,-41.442,47.005
19,27.653,89.576,57.086,200.000,43.781,79.992
20,18.790,80.224,44.143,190.333,-49.870,54.403
21,27.417,86.740,61.443,217.500,73.491,79.239
22,14.299,77.333,48.967,161.000,-14.500,41.189
23,22.926,67.661,41.248,188.667,106.415,66.299
24,19.145,73.235,32.746,151.257,14.725,55.449
25,19.499,87.823,53.699,176.167,146.213,56.253
26,0.236,80.750,78.500,83.000,-26.565,0.384
27,20.681,110.814,57.376,177.796,-0.659,59.820
28,12.290,111.275,54.665,179.947,89.721,35.237
29,21.744,127.192,77.287,192.333,11.157,63.070
30,16.663,125.646,56.646,221.314,101.752,48.105
31,23.281,112.525,32.769,238.833,130.142,67.454
32,17.136,112.379,62.858,216.333,37.823,49.613
33,24.226,78.572,37.537,184.917,-2.111,70.004
34,17.845,76.611,37.733,199.000,92.107,51.428
35,18.672,124.250,40.294,230.000,53.021,54.006
36,14.181,102.527,65.261,214.917,-24.742,41.069
37,15.363,72.959,45.308,201.667,39.493,44.324
38,12.645,85.771,37.981,207.167,-37.519,36.407
39,20.326,81.732,32.842,194.500,175.460,58.625
40,14.772,80.656,41.095,184.500,67.380,42.455
41,24.817,97.113,29.126,228.333,2.192,71.900
42,16.781,85.242,36.840,130.385,93.045,48.540
43,20.090,96.301,32.213,231.925,135.359,58.219
44,14.654,96.659,11.333,160.583,39.060,42.280
45,24.935,102.288,39.056,194.333,65.635,72.079
46,12.527,100.283,42.987,193.167,-24.737,36.147
47,22.926,92.992,54.860,182.833,-5.060,66.262
48,16.072,100.639,54.794,193.667,88.515,46.424
49,23.044,77.446,36.615,192.333,71.378,66.748
50,0.236,73.750,71.500,76.000,0.000,0.344
51,22.335,110.573,60.272,212.333,-2.589,64.694
52,16.190,122.798,62.529,190.333,87.474,46.798
53,28.126,125.612,59.258,224.325,14.947,81.302
54,15.127,105.739,63.707,189.467,97.938,43.560
55,20.799,79.326,33.598,225.917,58.671,60.166
56,0.236,76.708,76.167,77.250,0.000,0.172
57,22.335,113.615,55.592,218.271,-47.368,64.715
58,12.645,114.298,75.395,188.500,37.733,36.512
59,28.008,98.533,63.187,225.833,112.769,81.275
60,15.954,104.631,70.320,175.840,20.256,46.170
61,24.935,122.432,42.851,220.525,105.626,72.106
62,15.599,125.224,65.186,205.333,14.354,45.065
63,27.299,89.153,56.878,205.833,33.034,79.141
64,17.372,90.943,43.083,185.833,-51.248,50.252
65,25.053,91.949,61.577,181.000,131.927,72.542
66,17.845,103.265,62.487,198.000,34.273,51.584
67,21.154,117.910,67.112,232.329,2.097,61.060
68,16.545,109.703,56.080,184.000,97.227,47.820
69,23.399,85.149,45.931,161.670,86.225,67.870
70,17.490,92.944,53.762,199.500,4.086,50.663
71,24.108,124.134,77.046,200.473,116.880,69.952
72,16.899,116.468,55.746,188.167,26.656,48.658
73,25.290,124.363,59.099,201.717,23.922,73.334
74,18.436,106.168,61.894,184.250,-50.879,53.394
75,31.671,109.775,66.537,203.333,56.904,91.917
76,20.208,119.051,56.815,232.484,-26.792,58.344
77,18.199,102.879,48.859,186.589,-27.654,52.588
78,11.818,114.322,72.544,198.083,55.506,33.994
79,26.235,84.191,43.965,235.568,59.613,76.116
80,0.236,76.750,73.500,80.000,-26.565,0.384
81,22.454,99.625,56.935,200.333,115.685,65.039
82,14.063,91.950,28.849,164.498,29.595,40.721
83,20.681,95.056,40.992,168.869,60.705,59.718
84,17.608,89.075,45.338,148.225,-19.901,51.001
85,28.599,98.268,54.887,237.000,126.894,82.745
86,18.790,94.595,43.884,201.991,37.414,54.318
87,17.490,123.871,19.429,230.333,91.364,50.548
88,14.418,144.889,59.915,210.832,4.980,41.581
89,28.481,81.301,54.047,238.716,143.656,82.370
90,17.726,81.394,44.164,185.917,49.503,51.083
91,20.208,95.524,53.727,197.000,-11.508,58.587
92,15.245,106.291,52.197,184.667,78.077,44.094
