 ,Area,Mean,Min,Max,Angle,Length
1,30.039,115.407,20.554,227.667,66.321,89.366
2,18.339,90.985,21.266,215.416,-26.407,54.302
3,14.626,140.444,75.981,231.667,116.169,43.352
4,10.463,129.134,45.987,220.322,33.518,30.979
5,22.389,91.522,18.656,243.444,5.797,66.417
6,11.363,56.236,32.207,150.333,-85.996,33.624
7,21.714,96.240,26.007,171.956,166.109,64.268
8,17.776,101.171,10.506,195.072,79.695,52.501
9,30.039,141.727,17.861,217.478,-11.733,89.070
10,17.776,109.016,33.533,228.629,49.399,52.571
11,27.226,51.021,19.532,192.818,128.771,80.881
12,16.538,56.760,19.448,208.000,34.670,48.940
13,17.776,126.793,41.993,226.519,15.544,52.571
14,11.926,129.422,46.855,209.082,-76.759,35.147
15,20.139,111.991,21.499,237.772,133.859,59.543
16,13.276,79.089,37.848,210.000,39.806,39.296
17,19.689,100.359,18.948,220.079,103.956,58.410
18,13.726,81.349,18.048,216.129,10.939,40.654
19,23.626,85.382,30.124,211.333,84.781,70.058
20,13.163,86.926,23.629,194.951,-10.437,38.881
21,10.576,119.090,40.328,176.351,28.217,31.214
22,10.463,90.274,43.488,173.667,-41.479,30.891
23,20.926,65.059,8.298,214.845,99.005,62.148
24,15.863,54.501,14.457,194.010,1.637,46.978
25,14.513,99.022,25.281,199.195,-24.555,42.777
26,12.601,92.119,50.457,165.333,48.668,37.076
27,16.313,69.580,25.714,174.933,-7.174,48.343
28,11.476,56.338,32.159,90.427,-100.864,33.813
29,25.314,88.194,20.089,196.333,60.001,75.137
30,17.213,95.316,21.245,243.333,-36.719,51.051
31,15.188,122.181,45.409,202.500,65.344,45.026
32,10.126,90.756,24.441,203.668,-25.989,29.852
33,17.101,87.052,39.982,222.667,123.690,50.794
34,13.726,67.539,31.489,235.156,35.923,40.591
35,16.538,130.555,32.604,239.703,-19.179,49.008
36,9.901,128.033,25.888,226.806,72.607,29.174
37,16.201,99.677,42.628,221.217,102.485,48.096
38,12.826,98.085,41.201,179.873,5.057,38.051
39,20.251,131.665,50.570,211.143,3.198,60.134
40,13.613,117.893,38.250,197.333,-90.955,40.256
41,21.489,123.796,52.917,227.269,19.674,63.762
42,14.738,110.233,39.156,215.692,-57.529,43.733
43,14.063,105.478,30.478,238.207,-11.129,41.705
44,8.775,93.266,26.654,231.222,81.027,25.808
45,14.401,123.509,40.843,250.282,8.130,42.692
46,9.226,114.464,25.568,232.333,-87.879,27.188
47,23.064,100.352,18.832,232.397,26.816,68.403
48,15.976,69.330,12.023,172.061,-47.015,47.227
49,17.663,127.122,31.269,233.649,-38.774,52.489
50,10.576,120.571,63.650,231.350,55.109,31.078
51,13.163,136.906,71.333,221.534,1.481,38.922
52,10.238,128.929,52.333,232.000,-86.820,30.234
53,19.464,148.387,31.667,232.833,48.532,57.744
54,14.626,119.426,36.489,237.277,-39.352,43.377
55,19.351,101.700,19.886,217.347,-37.875,57.366
56,12.376,82.678,35.000,185.546,50.932,36.722
57,21.489,93.665,31.504,222.304,9.711,63.635
58,16.988,81.681,19.854,201.309,-77.264,50.207
59,15.976,116.109,10.916,201.678,-19.079,47.204
60,11.251,101.660,22.855,219.175,76.527,33.112
61,25.651,99.696,30.891,207.109,23.629,76.152
62,15.076,95.289,26.304,197.944,-50.802,44.581
63,17.888,81.199,24.362,230.544,36.507,52.997
64,12.376,81.237,20.153,238.056,-47.231,36.553
65,18.901,72.923,32.784,184.724,70.369,55.910
66,11.363,90.037,45.267,186.877,-14.452,33.599
67,19.801,120.857,51.667,221.425,83.443,58.747
68,13.613,100.579,28.000,238.722,-2.386,40.285
69,22.951,119.281,46.471,200.218,145.448,68.012
70,14.963,109.236,32.233,204.201,37.913,44.216
71,16.763,97.698,42.532,202.333,89.226,49.647
72,11.813,97.919,28.769,215.173,3.851,34.963
73,26.439,71.416,17.551,150.859,-42.224,78.360
74,13.726,66.714,38.469,188.667,39.987,40.713
75,22.501,84.166,21.931,202.841,-15.154,66.721
76,16.876,70.790,26.500,202.841,75.590,49.869
77,22.839,70.897,18.942,210.333,-71.565,67.884
78,16.313,66.793,18.426,147.000,26.387,48.302
79,22.501,128.873,40.822,236.096,-57.109,66.708
80,11.926,118.560,40.535,197.333,31.715,35.093
81,21.601,119.030,59.867,215.475,91.200,64.079
82,12.938,132.013,62.886,225.228,-3.514,38.310
83,15.413,94.805,11.242,204.822,-26.565,45.751
84,9.563,94.365,27.345,219.619,33.879,28.281
85,14.626,122.339,45.963,212.938,-73.386,43.404
86,11.926,112.118,53.782,203.760,14.967,35.067
87,19.689,117.208,32.029,243.234,-34.695,58.338
88,14.513,107.030,57.932,197.333,45.950,42.935
89,18.113,116.905,38.056,197.300,-37.875,53.541
90,14.288,112.164,38.242,211.614,49.497,42.348
91,20.026,157.783,15.333,241.349,29.464,59.328
92,11.588,143.306,26.310,242.965,-53.807,34.081
93,18.789,114.040,24.865,210.525,-133.042,55.532
94,13.951,129.172,42.053,215.745,-37.057,41.190
95,10.576,91.037,43.401,209.667,-14.335,31.158
96,9.676,88.417,36.708,203.918,-97.461,28.416
97,17.663,120.217,38.769,230.314,94.033,52.455
98,11.138,128.980,35.523,200.349,6.470,32.744
99,15.638,100.118,18.256,239.348,87.925,46.318
