 ,Area,Mean,Min,Max,Angle,Length
1,17.309,142.213,78.018,211.223,54.973,59.016
2,16.371,153.169,56.521,255.000,26.095,55.763
3,20.123,122.819,54.059,255.000,99.302,68.648
4,20.038,100.038,43.449,255.000,46.127,68.255
5,19.867,117.932,59.625,223.333,161.955,67.872
6,22.681,121.007,37.016,227.942,126.632,77.324
7,24.386,101.975,47.922,208.816,1.307,83.243
8,17.139,104.325,66.024,213.679,38.189,58.329
9,19.185,83.370,51.926,187.459,88.721,65.425
10,17.906,104.703,64.809,169.250,176.851,61.121
11,20.890,139.565,61.625,218.602,16.058,71.256
12,24.557,113.376,50.413,206.667,33.856,83.863
13,16.968,157.921,60.471,229.682,119.476,57.860
14,20.208,132.125,70.062,235.293,89.878,68.767
15,20.464,86.418,46.490,192.263,125.621,69.689
16,19.441,105.305,53.606,214.124,132.588,66.235
17,18.588,126.267,65.998,217.667,42.291,63.357
18,20.379,96.770,60.224,206.667,113.499,69.573
19,14.325,111.307,60.709,203.083,120.787,48.777
20,20.805,132.691,63.861,223.756,121.206,71.012
21,19.356,79.914,44.724,212.833,3.039,66.086
22,20.208,129.449,57.038,228.911,58.059,68.993
23,22.425,92.937,43.539,202.333,22.998,76.608
24,16.457,130.107,66.667,222.444,-163.686,56.135
25,19.867,89.264,46.958,181.833,77.404,67.621
26,24.727,113.584,62.304,250.338,108.122,84.493
27,24.301,104.862,63.478,183.331,-27.016,82.926
28,14.495,119.973,51.231,198.667,4.062,49.473
29,20.890,94.403,54.877,199.333,39.836,71.111
30,21.999,102.318,54.817,216.667,118.557,75.134
31,17.394,140.652,53.796,240.890,35.571,59.234
32,24.557,137.505,50.239,226.051,62.362,83.722
33,23.022,131.215,56.258,205.747,33.336,78.641
34,18.929,149.564,65.276,225.779,77.471,64.612
35,23.363,121.148,57.937,251.324,103.120,79.755
36,15.604,129.040,66.040,210.608,-34.915,53.059
37,17.736,101.393,53.022,198.278,-42.460,60.558
38,22.681,110.661,51.667,230.255,3.455,77.522
39,19.697,126.873,74.670,210.664,118.909,67.048
40,22.425,93.751,33.461,204.667,150.797,76.606
41,18.332,118.421,69.607,193.000,132.921,62.604
42,18.503,84.827,30.889,205.333,73.836,62.933
43,19.185,105.828,52.872,219.844,95.889,65.463
44,21.573,132.337,63.985,215.258,80.163,73.498
