 ,Area,Mean,Min,Max,Angle,Length
1,19.069,140.871,76.237,216.333,76.608,63.991
2,24.868,135.501,66.220,235.929,26.565,83.519
3,20.123,102.515,61.190,216.717,30.275,67.620
4,25.395,81.430,39.250,176.492,-37.666,85.381
5,16.169,145.516,70.413,207.929,-4.399,54.110
6,19.772,93.158,50.305,173.000,48.621,66.370
7,17.838,99.853,55.570,198.564,105.828,59.775
8,21.441,111.194,45.098,211.676,57.619,71.958
9,20.475,107.098,43.349,192.885,47.095,68.798
10,20.914,106.591,50.376,176.800,-26.348,70.130
11,13.533,107.967,58.447,224.667,120.579,45.450
12,17.487,87.842,44.707,210.000,84.203,58.698
13,18.014,138.149,62.520,212.368,-1.404,60.491
14,13.708,108.381,55.434,167.075,66.413,45.931
15,23.462,97.895,51.794,226.667,118.782,78.805
16,22.847,120.531,44.446,239.276,38.729,76.758
17,23.111,72.296,29.873,131.172,23.829,77.774
18,21.002,80.383,42.598,198.667,109.427,70.410
19,21.002,84.611,28.586,212.864,84.218,70.614
20,20.123,124.819,31.730,233.094,44.288,67.500
21,18.014,97.318,45.088,198.000,103.016,60.546
22,23.023,93.373,38.970,198.333,-17.879,77.246
23,16.257,76.989,38.980,159.333,130.365,54.467
24,21.090,86.355,46.046,199.333,71.186,70.776
25,23.286,107.618,53.014,193.132,54.866,78.295
26,15.378,84.646,55.115,194.000,-4.273,51.723
27,21.968,134.097,71.533,231.000,113.682,73.802
28,19.069,131.432,86.500,208.667,36.339,64.033
29,14.499,86.511,47.752,168.667,24.069,48.699
30,23.726,126.315,56.720,192.443,41.386,79.811
31,19.420,113.314,51.233,241.033,92.343,65.270
32,23.199,113.043,68.493,205.385,116.955,77.820
33,23.989,134.435,72.878,226.433,154.283,80.611
34,18.981,71.340,40.000,130.467,-36.870,63.733
35,26.538,97.457,51.898,185.402,-26.053,89.090
36,24.780,112.356,55.914,228.698,52.518,83.303
37,21.353,83.571,36.884,210.774,143.556,71.858
38,19.420,122.001,58.447,221.688,68.440,65.341
39,23.550,107.380,60.500,170.609,59.404,79.207
40,17.047,71.304,40.541,154.667,29.487,57.212
41,25.220,121.700,46.700,208.667,76.450,84.768
42,19.859,85.252,46.541,180.667,115.769,66.822
43,17.926,88.955,44.095,170.667,-15.403,60.266
44,20.211,102.250,46.365,183.517,103.369,67.946
45,23.199,92.240,52.176,158.052,154.509,77.832
46,19.332,83.665,45.932,177.333,18.104,64.870
47,15.554,97.134,50.344,203.389,16.169,52.161
48,21.617,116.486,71.231,224.241,26.670,72.648
49,20.211,119.498,62.556,170.569,121.608,67.873
50,19.947,112.928,58.498,213.746,39.968,66.914
