 ,Area,Mean,Min,Max,Angle,Length
1,17.191,123.059,81.585,200.000,-85.295,64.585
2,13.402,116.151,47.632,219.333,-1.206,50.340
3,15.296,84.305,33.688,133.849,7.943,57.503
4,13.682,79.081,36.124,193.333,-86.460,51.486
5,21.471,80.159,34.344,199.717,59.230,80.771
6,12.349,91.604,30.467,204.667,-25.393,46.328
7,16.629,98.821,47.141,211.619,61.699,62.576
8,11.788,85.421,42.891,195.667,-20.276,44.334
9,15.787,157.763,84.010,237.047,42.291,59.442
10,10.525,157.477,87.247,208.044,-32.412,39.535
11,17.120,136.831,63.170,217.746,78.829,64.261
12,13.472,99.197,47.733,200.000,-3.595,50.693
13,16.138,123.660,69.566,204.248,154.106,60.656
14,11.998,127.709,68.882,223.000,60.422,45.078
15,16.138,145.568,75.133,218.048,114.216,60.703
16,10.665,156.841,54.735,231.970,27.245,39.924
17,17.892,76.196,38.774,193.808,90.451,67.284
18,10.314,77.290,56.605,133.667,0.392,38.674
19,14.875,105.188,64.894,185.333,103.970,55.957
20,8.490,111.218,63.908,199.017,12.061,31.691
21,12.770,167.535,117.991,226.000,17.335,48.006
22,10.034,174.176,93.122,223.000,-64.519,37.559
23,12.981,99.334,73.617,142.501,132.797,48.735
24,9.332,98.387,69.906,199.000,28.887,35.093
25,20.278,109.081,54.373,220.518,121.647,76.233
26,11.156,104.563,44.145,196.403,20.386,41.823
27,22.874,58.265,35.111,177.667,131.882,86.100
28,12.840,56.765,25.964,144.667,44.777,48.137
29,16.980,143.404,79.791,202.333,127.583,63.843
30,0.210,123.000,110.333,131.333,-90.000,0.530
31,17.612,81.633,45.159,203.000,38.338,66.191
32,13.682,81.395,46.125,180.747,-55.901,51.501
33,17.261,90.500,37.127,183.000,78.690,64.832
34,11.788,81.874,36.607,198.392,-14.954,44.142
35,15.156,101.256,31.618,193.667,70.723,56.966
36,10.384,103.356,53.881,171.983,-19.051,38.953
37,13.893,113.840,47.613,202.272,178.837,52.194
38,12.068,85.781,50.115,165.667,-78.887,45.352
39,18.243,128.566,44.514,231.281,82.683,68.635
40,11.086,131.772,56.778,209.044,-9.881,41.676
41,19.436,116.062,38.888,228.000,37.784,73.065
42,12.560,138.287,73.574,201.667,-50.937,47.079
43,14.665,90.688,51.562,196.333,6.340,55.169
44,8.911,88.926,57.429,154.524,-91.364,33.385
45,13.963,128.939,66.545,201.727,-56.551,52.382
46,10.034,109.648,80.466,162.168,37.273,37.615
47,13.682,93.225,44.852,194.655,35.572,51.454
48,9.542,96.552,50.079,190.602,-52.535,35.709
49,16.559,151.658,67.908,223.697,35.311,62.325
50,11.367,146.256,55.609,218.185,-59.281,42.521
51,12.840,99.863,42.418,191.048,39.644,48.160
52,9.613,85.247,43.604,195.626,-28.443,36.150
53,17.261,147.870,69.372,225.746,51.633,64.867
54,11.788,146.356,53.298,218.487,-27.790,44.315
55,15.857,150.592,46.272,246.230,35.952,59.554
56,11.718,167.569,75.899,239.269,-51.340,44.099
57,12.630,150.178,50.290,215.583,48.844,47.495
58,8.209,137.507,62.571,199.431,146.583,30.783
59,16.629,141.174,44.820,234.421,130.023,62.608
60,11.507,128.862,62.029,182.060,38.770,43.147
61,15.787,139.814,64.872,207.505,57.234,59.222
62,12.139,140.387,79.874,206.105,-31.477,45.657
63,17.120,135.021,57.988,194.920,75.964,64.437
64,11.788,143.755,66.373,225.437,-3.427,44.315
65,15.436,142.066,61.970,231.662,154.841,57.945
66,9.893,171.607,98.844,208.605,70.787,37.027
67,16.699,109.352,51.865,179.544,-37.642,62.890
68,0.140,77.667,76.333,79.000,0.000,0.265
69,19.787,120.361,52.657,192.855,-23.466,74.503
70,11.788,95.885,47.867,170.333,62.513,44.192
71,14.524,95.166,42.139,206.033,-71.917,54.616
72,11.788,100.960,49.239,205.610,16.370,44.173
73,15.086,126.450,74.860,208.208,-65.956,56.561
74,13.472,107.485,66.508,210.667,1.500,50.611
75,15.366,94.818,58.285,202.887,8.986,57.659
76,10.525,105.240,58.495,200.624,-52.900,39.522
77,13.752,124.393,60.815,211.964,32.223,51.664
78,12.770,119.771,57.128,207.804,-66.967,48.068
79,13.612,144.953,84.579,223.775,34.019,51.134
80,8.069,127.708,62.754,206.748,-62.758,30.091
81,14.454,156.828,82.911,206.563,129.053,54.235
82,12.560,170.126,82.912,234.018,33.511,47.019
83,13.752,124.551,65.445,180.322,52.718,51.601
84,9.963,126.146,72.888,204.359,-34.592,37.326
85,16.419,111.143,62.652,175.115,-94.191,61.619
86,12.279,109.174,48.853,189.986,-12.600,46.142
87,15.717,143.908,68.581,212.112,-51.380,58.991
88,10.034,170.866,74.167,225.589,37.273,37.615
89,14.665,100.529,53.178,187.233,51.642,55.062
90,11.788,94.523,51.381,150.606,-27.790,44.315
91,18.313,117.600,52.857,231.000,6.194,68.742
92,14.033,109.883,45.465,211.544,-82.768,52.601
93,18.454,111.841,52.502,200.605,-14.354,69.450
94,11.016,83.794,45.397,177.667,78.546,41.351
95,16.349,89.101,50.884,183.667,42.024,61.331
96,10.876,83.907,56.019,191.970,-41.326,40.916
97,11.928,96.728,59.477,183.037,-123.879,44.668
98,11.156,109.306,69.105,207.250,-26.241,41.936
