 ,Area,Mean,Min,Max,Angle,Length
1,21.157,76.302,12.616,243.333,70.201,57.972
2,13.355,74.345,16.090,146.447,-18.072,36.338
3,16.000,126.105,37.589,227.283,33.425,43.570
4,14.017,133.871,24.532,227.657,-63.925,38.055
5,23.802,110.572,6.620,216.479,-76.119,65.176
6,22.744,120.810,17.218,243.667,20.556,62.138
7,22.612,81.276,20.260,205.167,13.627,61.738
8,15.207,68.526,17.078,240.366,-72.676,41.520
9,31.603,118.897,34.969,237.922,141.640,86.720
10,18.512,139.768,63.000,224.423,50.826,50.659
11,16.529,150.739,23.027,245.899,6.494,45.016
12,9.917,140.851,28.378,234.333,-83.830,27.066
13,14.942,104.454,31.282,233.962,-22.659,40.587
14,12.959,138.296,30.401,234.253,67.652,35.385
15,17.983,170.935,61.742,242.605,74.113,49.150
16,12.562,140.586,15.415,242.267,-11.070,34.089
17,23.669,118.161,9.000,230.837,9.357,64.863
18,15.603,112.955,29.318,222.931,-83.118,42.488
19,22.479,109.059,22.825,189.783,10.578,61.407
20,17.587,106.268,42.481,169.333,-75.964,47.978
21,32.132,59.392,17.763,165.667,98.331,87.836
22,17.851,49.922,17.158,203.000,12.482,48.790
23,23.537,39.315,0.333,129.438,-163.610,64.437
24,22.215,75.509,23.135,196.049,-63.281,60.659
25,26.843,157.655,35.959,232.490,76.515,73.293
26,18.645,141.461,14.483,244.401,-10.268,50.999
27,11.636,118.239,12.280,213.355,158.443,31.670
28,11.769,113.336,13.667,216.564,66.631,32.087
29,28.959,134.068,33.859,233.279,56.019,79.374
30,14.942,114.395,49.086,243.458,-46.801,40.904
31,21.421,91.499,8.512,235.330,16.972,58.550
32,16.926,85.655,22.215,201.239,-70.286,46.353
33,24.331,85.612,12.545,195.168,33.430,66.666
34,14.413,95.383,22.872,196.640,-52.918,39.200
35,22.744,99.478,25.215,207.667,126.669,62.109
36,16.793,111.192,9.338,209.925,34.695,45.997
37,26.050,153.148,57.363,241.469,75.539,71.352
38,12.826,137.706,52.333,216.667,-8.383,34.919
39,14.545,127.307,24.172,230.665,147.771,39.548
40,10.314,101.022,17.658,209.380,48.674,28.085
41,18.645,86.579,14.810,215.857,94.086,51.039
42,10.050,79.284,24.920,163.880,2.291,27.295
43,21.157,132.370,31.972,238.523,143.202,57.673
44,12.826,141.429,34.177,238.482,49.205,35.064
45,17.851,78.337,18.904,228.667,-107.761,48.875
46,11.372,98.979,38.671,180.860,-24.444,30.757
47,25.785,38.096,10.158,128.000,1.181,70.560
48,17.983,51.739,9.765,206.667,-87.032,49.157
49,24.198,128.937,18.227,227.248,-34.915,66.075
50,15.603,105.704,13.786,206.035,39.428,42.369
51,25.785,101.619,33.159,184.153,56.802,70.399
52,19.041,83.681,14.128,182.333,-37.910,52.081
53,21.818,99.050,37.566,220.598,-79.101,59.621
54,17.455,76.047,34.035,183.549,15.524,47.553
55,20.628,89.524,13.107,214.624,27.225,56.434
56,15.074,93.500,2.913,245.657,-46.432,41.154
57,25.124,73.948,18.491,187.631,139.070,68.827
58,14.149,94.515,31.452,197.591,45.764,38.573
59,19.967,149.699,43.327,245.216,60.539,54.711
60,13.091,128.078,19.247,244.931,-24.201,35.482
61,18.248,114.173,15.545,199.911,6.294,49.754
62,11.901,110.458,53.208,226.912,-81.597,32.347
63,29.620,127.241,29.391,219.857,112.087,81.234
64,17.455,107.613,23.519,221.667,20.505,47.753
65,18.116,85.038,12.770,206.838,1.264,49.467
66,15.074,61.414,11.027,164.560,91.014,41.097
67,23.008,89.917,12.465,234.364,-63.880,62.774
68,14.810,77.406,17.393,217.133,21.038,40.519
69,18.248,103.748,20.686,203.667,29.381,49.660
70,15.603,120.953,40.939,245.333,-45.690,42.687
71,14.678,110.573,22.203,235.333,-12.642,39.876
72,12.165,71.094,7.667,173.189,46.790,32.929
73,22.744,75.841,5.846,195.393,29.412,62.199
74,21.950,83.626,20.871,222.000,137.212,59.956
75,20.893,97.813,20.904,203.000,-3.644,57.207
76,14.942,82.241,15.988,181.750,91.023,40.734
77,21.157,93.795,18.931,192.333,72.022,57.728
78,20.099,74.976,16.751,200.333,163.846,54.895
79,25.256,66.483,20.936,178.920,-49.693,69.143
80,18.645,72.099,2.398,227.333,40.380,51.078
81,22.479,119.848,45.637,217.496,47.635,61.519
82,18.909,100.989,25.100,211.246,-39.289,51.682
83,23.008,94.265,4.316,209.006,65.063,62.961
